# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "4" "-p" "--countReadPairs" "-s" "0" "-t" "exon" "-g" "gene_id" "-a" "/home/xi/tmp/plant_m6A_data/ref/ath_TAIR10.gtf" "-o" "/home/xi/tmp/plant_m6A/results/phase1/expr/GSE174573_gene_counts.txt" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570256.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570257.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570258.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570259.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570260.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570261.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570262.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570263.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570264.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570265.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570266.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570267.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570268.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570269.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570270.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570271.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570272.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570273.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570274.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570275.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570276.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570277.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570278.sorted.bam" "/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570279.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570256.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570257.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570258.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570259.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570260.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570261.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570262.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570263.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570264.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570265.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570266.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570267.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570268.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570269.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570270.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570271.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570272.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570273.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570274.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570275.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570276.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570277.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570278.sorted.bam	/home/xi/tmp/plant_m6A_data/GSE174573/bam/SRR14570279.sorted.bam
AT1G29890	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	10463029;10463403;10463423;10464111;10464111;10464111;10464320;10464320;10464320;10464544;10464544;10464676;10464676;10464676;10464932;10464932;10464932;10465263;10465263;10465263;10465530;10465530;10465932;10465932;10465932;10466127;10466127;10466127;10466307;10466307;10466307;10466501;10466501;10466501;10466647;10466647;10466647;10466821;10466821;10466821;10466998;10466998;10466998	10463579;10463579;10463579;10464202;10464202;10464202;10464457;10464600;10464457;10464600;10464600;10464748;10464748;10464748;10465090;10465090;10465090;10465785;10465412;10465412;10465785;10465785;10466047;10466047;10466047;10466213;10466213;10466213;10466395;10466395;10466395;10466563;10466563;10466563;10466703;10466703;10466703;10466917;10466917;10466917;10467170;10467226;10467452	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2643	114	548	380	3136	323	2693	38	122	94	357	31	142	158	262	114	261	187	283	367	2422	237	773	304	1762
AT1G80290	1;1;1	30187920;30188364;30188579	30189823;30188437;30189574	+;+;+	1904	109	167	297	313	288	476	62	63	100	98	28	70	130	265	70	120	149	245	312	260	214	247	171	218
AT1G56540	1;1;1;1;1;1;1	21181585;21181585;21182265;21183454;21183454;21183885;21183885	21183360;21182139;21183360;21183750;21183750;21185495;21185495	+;+;+;+;+;+;+	3684	14	40	90	60	86	151	7	0	16	11	6	1	30	20	12	10	20	29	67	70	40	40	86	36
AT1G48650	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	17989131;17989398;17989708;17990229;17990229;17990436;17990436;17990678;17990678;17990833;17990833;17991270;17991270;17991504;17991504;17991664;17991664;17991966;17991966;17992289;17992289;17992654;17992654;17992937;17992937;17993154;17993154;17993490;17993490;17993771;17993771;17993964;17993964;17994375;17994375;17994554;17994554;17994792;17994792	17990143;17989581;17990143;17990339;17990339;17990588;17990588;17990737;17990737;17991138;17991138;17991418;17991418;17991573;17991573;17991867;17991867;17992160;17992160;17992561;17992561;17992824;17992824;17993067;17993067;17993313;17993313;17993678;17993678;17993866;17993866;17994194;17994194;17994462;17994462;17994708;17994708;17995339;17995326	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4303	211	352	1071	1002	1375	1181	149	85	421	279	103	73	720	732	336	478	710	523	1321	682	1105	861	893	591
AT1G22670	1;1;1;1	8021835;8022447;8022936;8023387	8022365;8022845;8023163;8023516	-;-;-;-	1288	0	0	2	1	1	11	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	3	0
AT1G07030	1;1	2158413;2159751	2158837;2160818	-;-	1493	60	115	234	272	209	300	47	28	138	85	36	26	173	194	96	89	178	91	305	175	166	161	180	111
AT1G69860	1;1;1;1	26309628;26309835;26310399;26311373	26309715;26310052;26310958;26312174	+;+;+;+	1668	0	0	0	0	2	5	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0
AT1G10120	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	3304039;3304228;3304341;3304341;3304515;3304515;3304727;3304727;3304897;3304897;3305051;3305051;3305219;3305219;3305511;3305511;3306491	3304250;3304250;3304425;3304425;3304634;3304634;3304798;3304798;3304965;3304965;3305116;3305116;3305410;3305410;3305988;3306956;3306907	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2262	129	295	685	895	709	1788	37	74	114	151	20	66	126	147	76	88	114	230	407	557	215	320	278	566
AT1G43650	1;1;1;1;1;1;1;1;1;1;1;1;1	16443582;16443620;16444120;16444120;16444355;16445445;16445445;16446303;16446303;16446504;16446504;16446639;16446639	16443993;16443993;16444271;16444513;16444513;16445676;16445676;16446419;16446419;16446566;16446566;16446885;16446918	-;-;-;-;-;-;-;-;-;-;-;-;-	1498	6	27	65	41	75	127	1	0	7	10	3	1	8	16	4	15	12	14	27	44	27	22	27	28
AT1G09960	1;1;1;1;1;1	3243986;3245159;3246023;3246215;3246560;3246828	3244795;3245886;3246086;3246258;3246741;3247216	+;+;+;+;+;+	2217	27	71	140	198	124	182	8	5	24	49	8	22	54	48	14	25	23	13	131	140	77	79	99	94
AT1G51990	1;1;1;1;1;1;1;1	19330949;19330949;19331461;19331477;19332064;19332064;19332365;19332365	19331374;19331358;19331774;19331774;19332128;19332128;19332667;19332667	+;+;+;+;+;+;+;+	1108	0	0	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G53625	1	20014379	20015038	-	660	23	18	190	73	71	76	18	24	15	26	9	3	148	270	77	70	141	208	143	61	201	133	189	92
AT1G63360	1;1;1	23498484;23499189;23501960	23502321;23501854;23502269	-;-;-	3838	217	321	724	340	958	730	137	26	336	188	112	50	477	658	237	267	505	313	736	519	615	625	716	557
AT1G33330	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	12084914;12084951;12084951;12085521;12085521;12085521;12085727;12085727;12085727;12085872;12085872;12085872;12086218;12086218;12086218;12086543;12086865;12086865	12085439;12085439;12085439;12085648;12085648;12085648;12085797;12085797;12085797;12085953;12085953;12085953;12086350;12086584;12086554;12086584;12086880;12086883	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1193	23	97	104	348	118	241	11	27	46	64	9	22	43	46	31	60	69	31	96	79	50	84	56	136
AT1G74929	1	28143997	28144098	-	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G63430	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	23522449;23522495;23522497;23522763;23523317;23523317;23523317;23523592;23523592;23523592;23523749;23523749;23523749;23523992;23523992;23523992;23524230;23524230;23524230;23524427;23524427;23524427;23524574;23524574;23524574;23524923;23524923;23524923;23525237;23525237;23525237;23525460;23525460;23525460;23525718;23525718;23525718;23526116;23526188;23526188	23522977;23522598;23522977;23522977;23523455;23523455;23523455;23523663;23523663;23523663;23523892;23523892;23523892;23524132;23524132;23524132;23524346;23524346;23524346;23524491;23524491;23524491;23524831;23524831;23524831;23525128;23525128;23525128;23525369;23525369;23525369;23525617;23525617;23525617;23525933;23525933;23525933;23526832;23526770;23526770	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2895	149	444	526	1479	533	1438	49	76	182	263	56	89	206	242	153	249	183	344	567	1115	427	913	329	3628
AT1G80720	1;1;1;1;1;1	30336097;30336135;30336769;30336769;30337185;30337185	30336375;30336375;30337091;30337091;30337690;30337716	+;+;+;+;+;+	1134	10	23	42	111	43	77	5	1	11	26	4	1	30	52	23	59	27	30	56	68	43	32	27	23
AT1G69770	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	26248118;26248756;26249013;26249179;26249302;26249513;26249736;26249912;26250068;26250214;26250776;26250925;26251076;26251410;26251566;26251886;26252089;26252295;26252917;26253137;26253304	26248658;26248859;26249082;26249222;26249406;26249628;26249823;26249998;26250136;26250543;26250842;26250983;26251333;26251475;26251774;26251985;26252208;26252402;26253019;26253174;26253687	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3066	40	80	287	410	283	372	32	23	91	87	24	22	133	202	79	73	126	107	294	284	177	174	176	208
AT1G08460	1;1;1;1;1	2672198;2672198;2672921;2672921;2674167	2672770;2672770;2673507;2674721;2674721	+;+;+;+;+	2374	94	177	411	397	521	386	49	33	151	141	54	39	149	90	74	113	142	125	401	387	355	288	254	329
AT1G78710	1;1;1;1;1;1;1;1;1;1	29601253;29602692;29602766;29603474;29603474;29603726;29603726;29604010;29604260;29604260	29601535;29602979;29602979;29603645;29603645;29603904;29603904;29604168;29604557;29604610	+;+;+;+;+;+;+;+;+;+	1432	0	0	3	0	3	10	0	0	0	0	0	0	1	0	0	10	3	0	1	0	0	0	0	0
AT1G08610	1;1	2733596;2735716	2735634;2735819	-;-	2143	21	63	121	116	164	232	31	66	84	79	32	38	101	206	76	77	131	209	191	193	120	108	125	175
AT1G17540	1;1;1;1;1;1;1;1;1;1;1	6029138;6029714;6030212;6030654;6031159;6031341;6031479;6031753;6032094;6032315;6032485	6029607;6030123;6030575;6031061;6031236;6031397;6031662;6032004;6032215;6032412;6032860	-;-;-;-;-;-;-;-;-;-;-	2819	1	6	9	15	7	28	0	0	1	0	0	0	1	0	0	0	0	0	3	1	1	0	2	4
AT1G27380	1;1;1;1;1;1;1;1;1;1;1;1;1	9508680;9508680;9508684;9508745;9509538;9509538;9509538;9509538;9509797;9509797;9509797;9509972;9509972	9509069;9509069;9509069;9509069;9509675;9509675;9509675;9510269;9510263;9509877;9509877;9510066;9510269	-;-;-;-;-;-;-;-;-;-;-;-;-	1122	1	10	13	31	15	52	2	2	3	4	0	0	2	0	2	5	5	10	10	10	6	19	8	3
AT1G58643	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	21766847;21767342;21767447;21767680;21767680;21768008;21768008;21768314;21768314;21768449;21768449;21768633;21768633;21769325;21769325	21766996;21767551;21767551;21767886;21767886;21768155;21768155;21768357;21768357;21768559;21768559;21769241;21769241;21769564;21769657	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G48953	1	18110814	18111463	-	650	0	0	0	0	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1	0	0
AT1G51440	1	19070798	19072753	+	1956	6	12	15	11	8	35	2	4	10	20	1	6	11	31	14	24	8	14	28	43	26	15	16	16
AT1G18871	1	6519309	6519485	-	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G25210	1;1;1;1;1;1;1;1;1;1;1;1;1;1	8833245;8833245;8833448;8833448;8833944;8833944;8834240;8834240;8834436;8834436;8834567;8834567;8834821;8834821	8833346;8833346;8833756;8833756;8834150;8834150;8834341;8834341;8834472;8834500;8834711;8834711;8835112;8835235	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
AT1G21610	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	7573830;7573830;7573830;7573830;7573905;7573944;7574956;7574956;7574956;7574956;7574956;7574956;7575193;7575193;7575193;7575193;7575193;7575193;7575359;7575359;7575359;7575359;7575359;7575359;7575831;7575831;7575831;7575831;7575831;7575831;7576039;7576039;7576039;7576039;7576039;7576039;7576585;7576585;7576585;7576585;7576585;7576585;7576752;7576752;7576752;7576752;7576752;7576752;7576949;7576949;7576952;7576952;7576952;7576952;7577221;7577221;7577221;7577221;7577221;7577221;7577628;7577628;7577628;7577628;7577628;7577849;7577849;7577849;7578052;7578052;7578052;7578052;7578052;7578251;7578251;7578251;7578251;7578251;7578251	7574343;7574343;7574343;7574343;7574343;7574343;7575042;7575042;7575042;7575042;7575042;7575042;7575285;7575285;7575285;7575285;7575285;7575285;7575435;7575435;7575435;7575435;7575435;7575435;7575957;7575957;7575957;7575957;7575957;7575957;7576380;7576380;7576380;7576380;7576380;7576380;7576666;7576666;7576666;7576666;7576666;7576666;7576864;7576864;7576864;7576864;7576864;7576864;7577035;7577035;7577035;7577035;7577035;7577035;7577346;7577346;7577346;7577896;7577346;7577346;7577756;7577756;7578162;7577756;7577896;7577896;7577896;7577896;7578162;7578165;7578162;7578162;7578162;7578957;7578956;7578957;7578956;7578963;7578956	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3180	186	314	646	645	785	1087	84	87	228	324	82	74	217	338	143	171	318	318	681	477	518	487	498	396
AT1G79710	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	29994962;29994962;29994962;29995591;29995591;29995591;29995939;29995939;29995939;29996109;29996109;29996109;29996398;29996398;29996398;29996829;29997142	29995512;29995512;29995512;29995850;29995850;29995850;29996034;29996034;29996034;29996279;29996279;29996279;29997010;29997173;29996683;29996922;29997201	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1882	41	67	187	97	166	186	10	10	79	32	24	7	75	64	37	30	63	28	205	117	114	99	116	94
AT1G80840	1;1;1;1	30383561;30384331;30384768;30384994	30383920;30384672;30384884;30385499	+;+;+;+	1325	122	200	734	533	779	1001	133	107	229	198	107	89	173	169	138	79	342	177	921	712	2400	1567	1521	860
AT1G71300	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	26874064;26874064;26874230;26874290;26874469;26874469;26874694;26874694;26874872;26874872;26875066;26875066;26875238;26875238;26875503;26875503;26875664;26875664;26875887;26875887;26876241;26876241;26876445;26876445;26876653;26876653;26876842;26876842;26877075;26877075;26877348;26877348;26877654;26877654;26877879;26877879;26878015	26874149;26874149;26874347;26874347;26874582;26874582;26874795;26874795;26874955;26874955;26875146;26875146;26875381;26875381;26875594;26875594;26875745;26875745;26876069;26876069;26876356;26876356;26876503;26876503;26876753;26876753;26876892;26876892;26877254;26877254;26877482;26877482;26877728;26877728;26877936;26878319;26878319	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2244	1	0	1	0	2	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AT1G49490	1;1	18317259;18317422	18320210;18320106	-;-	2952	88	114	149	71	138	290	19	54	59	83	25	31	63	222	53	94	107	364	146	240	59	114	141	137
AT1G23645	1;1;1;1;1;1;1	8369097;8369547;8369745;8369981;8369987;8370221;8370221	8369422;8369690;8369877;8370148;8370148;8370280;8370340	-;-;-;-;-;-;-	891	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AT1G09795	1;1;1;1;1;1;1;1;1;1;1	3173534;3174454;3174620;3174997;3175141;3175351;3175753;3175942;3176130;3176305;3176595	3173884;3174513;3174733;3175062;3175248;3175434;3175854;3176055;3176210;3176424;3176910	+;+;+;+;+;+;+;+;+;+;+	1516	206	506	893	1238	1181	1977	162	222	485	684	151	150	578	770	294	571	564	883	1326	1530	1107	1541	879	2085
AT1G48690	1;1;1	18008813;18009393;18009610	18009306;18009494;18010086	-;-;-	1073	2	7	5	10	23	17	3	0	8	7	1	2	7	6	4	0	2	0	13	8	13	7	8	8
AT1G49570	1;1;1;1	18346958;18347629;18347934;18348297	18347355;18347820;18348099;18349049	+;+;+;+	1509	7	8	53	12	24	15	35	14	52	22	8	1	36	48	29	22	19	8	110	39	157	60	93	18
AT1G68470	1;1	25676361;25677312	25676956;25678468	-;-	1753	11	29	52	47	61	79	5	10	7	12	1	0	20	41	12	6	12	25	53	49	34	42	46	42
AT1G75580	1	28377377	28378310	+	934	10	16	14	8	14	11	7	13	29	10	13	5	31	128	16	49	27	6	15	19	10	21	15	20
AT1G26400	1	9133291	9134874	-	1584	0	0	1	0	4	12	1	0	0	0	0	0	2	0	1	6	2	0	0	0	0	0	0	0
AT1G72980	1	27456043	27456949	-	907	0	0	1	0	0	1	0	0	0	0	0	0	2	4	0	0	0	0	2	0	0	2	1	0
AT1G59970	1	22073352	22074931	+	1580	66	61	182	57	112	138	30	24	50	40	21	36	111	92	67	57	107	48	247	127	167	74	145	53
AT1G11520	1	3873029	3873619	+	591	0	1	2	6	3	11	0	4	0	2	0	0	3	0	0	2	1	5	2	0	3	10	2	2
AT1G30640	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	10860619;10860619;10861262;10861262;10861675;10861697;10861697;10862109;10862109;10862109;10862309;10862309;10862309;10862732;10862732;10862732;10863237;10863237;10863237;10863396;10863396;10863396;10863705;10863705;10863705;10863920;10863920;10863920;10864133;10864133;10864133;10864257;10864257;10864257;10864436;10864436;10864436;10864570;10864570;10864570	10861156;10860852;10861520;10861520;10861871;10861871;10861871;10862192;10862192;10862192;10862550;10862550;10862550;10862963;10862963;10862963;10863316;10863316;10863316;10863480;10863480;10863480;10863836;10863836;10863836;10864033;10864033;10864033;10864180;10864180;10864180;10864341;10864341;10864341;10864492;10864492;10864492;10865074;10865036;10865074	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2658	101	206	405	956	401	847	24	34	53	129	10	33	100	136	66	123	89	222	305	884	129	266	230	768
AT1G26440	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	9143937;9143953;9143953;9143956;9143956;9143956;9143967;9143967;9144362;9144362;9144362;9144362;9144362;9144362;9144362;9144362;9144827;9144827;9144827;9144827;9144827;9144827;9144827;9144827;9144995;9144995;9144995;9144995;9144995;9144995;9144995;9144995;9145301;9145301;9145301;9145301;9145413;9145413;9145413;9145413;9145413;9145985;9145985;9145985;9145985	9144273;9144273;9144273;9144273;9144273;9144273;9144273;9144273;9144736;9144736;9144736;9144736;9144736;9144736;9144736;9144736;9144921;9144918;9144921;9144921;9144921;9144921;9144921;9144921;9145195;9145195;9145195;9145114;9146106;9145696;9145340;9145340;9146080;9145340;9145340;9145340;9145696;9146080;9145696;9145696;9146106;9146050;9146049;9146106;9146083	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1919	144	265	634	579	602	879	76	47	204	189	45	45	183	175	87	144	149	91	741	323	468	362	378	262
AT1G51320	1	19025642	19026769	+	1128	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G22070	1;1;1;1;1;1;1;1;1	7789133;7789989;7790276;7790498;7790633;7790797;7790961;7791309;7791669	7789656;7790189;7790362;7790557;7790710;7790860;7791232;7791542;7792139	+;+;+;+;+;+;+;+;+	1991	335	639	1004	1323	1048	1460	98	106	382	294	134	122	452	466	298	405	522	442	1452	912	1026	1005	743	868
AT1G26700	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	9227378;9228083;9228235;9228624;9228624;9228776;9228776;9229138;9229138;9229437;9229437;9229754;9229754;9230051;9230051;9230517;9230517;9230815;9230815;9230984;9230984;9231136;9231136;9231395;9231395;9231552;9231552;9231704;9231704;9231860;9231860	9227534;9228428;9228428;9228681;9228681;9229014;9229014;9229254;9229254;9229497;9229497;9229848;9229848;9230125;9230125;9230602;9230602;9230864;9230864;9231024;9231024;9231306;9231306;9231430;9231430;9231619;9231619;9231764;9231764;9232437;9232240	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2239	0	3	14	6	19	16	2	0	1	1	1	0	0	0	1	14	4	0	27	20	9	16	6	5
AT1G73603	1;1	27674288;27674700	27674420;27674976	+;+	410	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G55650	1;1;1;1;1;1	20796340;20797222;20797399;20797648;20797820;20798251	20796506;20797300;20797561;20797695;20798145;20798594	+;+;+;+;+;+	1127	0	0	2	0	1	14	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
AT1G78180	1;1;1;1	29416837;29417450;29417902;29418457	29417334;29417753;29418369;29418561	+;+;+;+	1375	50	124	221	406	230	421	79	24	153	157	40	8	251	129	197	129	275	172	250	165	276	160	214	48
AT1G55928	1	20917190	20918462	+	1273	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G29880	1;1;1;1;1;1;1;1;1	10459457;10459985;10460486;10460639;10460828;10461157;10461460;10461662;10462293	10459894;10460390;10460566;10460698;10461052;10461351;10461577;10462044;10462967	-;-;-;-;-;-;-;-;-	2581	381	738	1262	2454	1486	1936	148	142	384	495	131	138	708	731	443	618	702	696	1109	1545	902	910	785	885
AT1G53645	1;1;1;1	20026016;20026626;20026905;20027433	20026514;20026811;20027054;20028756	-;-;-;-	2159	125	306	437	697	424	1080	93	341	168	365	68	122	283	414	165	171	289	1011	453	871	224	429	332	408
AT1G06240	1;1;1;1;1;1;1	1911095;1911642;1911969;1912156;1912441;1912629;1912804	1911567;1911883;1912065;1912339;1912522;1912701;1913295	+;+;+;+;+;+;+	1643	69	138	200	164	265	291	29	38	72	72	23	35	101	84	69	87	158	148	278	213	196	231	190	157
AT1G72330	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	27233418;27233475;27233485;27234113;27234113;27234113;27234267;27234267;27234267;27234435;27234435;27234435;27234579;27234579;27234579;27234730;27234730;27234730;27234899;27234899;27234899;27235098;27235098;27235098;27235279;27235279;27235279;27235490;27235490;27235490;27235765;27235765;27235765;27236005;27236005;27236039;27236164;27236164;27236164;27236455;27236455;27236455	27233849;27233849;27233849;27234163;27234163;27234163;27234317;27234317;27234317;27234500;27234500;27234500;27234640;27234640;27234640;27234808;27234808;27234808;27235003;27235042;27235003;27235208;27235208;27235208;27235416;27235416;27235416;27235685;27235685;27235685;27235919;27235919;27235919;27236079;27236079;27236079;27236367;27236367;27236367;27236822;27236789;27236788	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2132	49	119	178	484	175	319	25	29	77	127	18	49	107	117	65	96	99	70	137	159	139	107	87	128
AT1G20840	1;1;1;1;1;1;1;1;1;1;1;1;1	7244939;7244939;7245641;7245641;7245923;7245923;7246927;7246927;7247596;7247596;7248031;7248031;7248334	7245557;7245557;7245828;7245828;7246848;7246848;7247487;7247487;7247687;7247687;7248494;7248214;7248423	-;-;-;-;-;-;-;-;-;-;-;-;-	2850	355	529	1246	869	1256	1176	67	47	293	236	112	121	365	349	210	100	394	285	1356	1181	829	746	1013	868
